code	startYear	startMonth	startDay	startHour	startMinute	endYear	endMonth	endDay	endHour	endMinute	durationHour	durationMinute
Y	1995	1	1	6	15	1995	1	2	23	0	40	45
R	1995	1	4	18	0	1995	1	8	6	0	84	0
Y	1995	1	8	6	0	1995	1	8	23	0	17	0
Y	1995	1	13	6	0	1995	1	15	23	30	65	30
Y	1995	1	24	6	0	1995	1	24	11	30	5	30
Y	1995	1	29	6	30	1995	1	29	18	0	11	30
Y	1995	2	1	0	0	1995	2	2	6	5	30	5
R	1995	2	2	6	5	1995	2	7	6	0	119	55
Y	1995	2	11	6	15	1995	2	12	23	15	41	0
Y	1995	2	26	6	10	1995	2	26	14	15	8	5
R	1995	3	4	6	0	1995	3	5	6	0	24	0
Y	1995	3	5	6	0	1995	3	6	6	5	24	5
Y	1995	3	19	6	0	1995	3	19	23	15	17	15
Y	1995	3	26	0	0	1995	3	26	6	0	6	0
R	1995	3	26	6	0	1995	3	27	6	0	24	0
R	1995	4	5	6	0	1995	4	5	18	15	12	15
Y	1995	10	22	0	0	1995	10	22	23	15	23	15
Y	1995	10	29	0	0	1995	10	29	23	15	23	15
Y	1995	10	31	9	5	1995	10	31	24	0	14	55
R	1995	11	1	0	0	1995	11	2	24	0	48	0
Y	1995	11	4	0	0	1995	11	5	15	30	39	30
R	1995	11	8	6	0	1995	11	9	23	10	41	10
Y	1995	11	11	0	0	1995	11	11	6	0	6	0
R	1995	11	11	6	0	1995	11	12	6	0	24	0
Y	1995	11	12	6	0	1995	11	12	23	30	17	30
R	1995	11	16	6	0	1995	11	17	6	0	24	0
Y	1995	11	18	6	0	1995	11	20	6	0	48	0
R	1995	11	20	6	0	1995	11	22	6	0	48	0
R	1995	11	23	6	0	1995	11	26	23	15	89	15
Y	1995	12	2	6	0	1995	12	4	6	0	48	0
R	1995	12	4	6	0	1995	12	10	6	0	144	0
Y	1995	12	10	6	0	1995	12	10	24	0	18	0
Y	1995	12	23	6	0	1995	12	24	6	5	24	5
R	1995	12	24	6	5	1996	1	2	6	0	215	55
Y	1996	1	2	6	0	1996	1	6	13	20	103	20
Y	1996	1	9	6	0	1996	1	11	7	10	49	10
Y	1996	1	14	6	0	1996	1	15	6	0	24	0
Y	1996	1	19	6	0	1996	1	19	18	0	12	0
Y	1996	1	20	6	40	1996	1	21	18	0	35	20
Y	1996	1	26	6	0	1996	1	30	6	0	96	0
Y	1996	1	31	6	0	1996	2	1	6	0	24	0
R	1996	2	1	6	0	1996	2	5	6	0	96	0
Y	1996	2	5	6	0	1996	2	6	6	0	24	0
R	1996	2	6	6	0	1996	2	6	13	45	7	45
Y	1996	2	9	6	0	1996	2	9	18	10	12	10
R	1996	2	9	18	10	1996	2	12	6	0	59	50
Y	1996	3	1	9	10	1996	3	2	6	0	20	50
R	1996	3	2	6	0	1996	3	3	6	0	24	0
Y	1996	3	3	6	0	1996	3	4	6	0	24	0
Y	1996	3	4	11	15	1996	3	6	8	0	44	45
Y	1996	4	7	0	0	1996	4	8	16	30	40	30
Y	1996	4	23	9	10	1996	4	24	4	30	19	20
Y	1996	5	18	12	30	1996	5	20	18	0	53	30
Y	1996	9	28	11	30	1996	9	29	6	0	18	30
R	1996	9	29	6	0	1996	9	30	16	30	34	30
Y	1996	10	12	6	30	1996	10	13	17	30	35	0
Y	1996	10	19	6	0	1996	10	20	16	40	34	40
R	1996	10	25	11	0	1996	10	27	18	0	55	0
Y	1996	11	2	6	45	1996	11	2	18	0	11	15
Y	1996	11	3	8	30	1996	11	3	18	0	9	30
Y	1996	11	9	6	0	1996	11	11	6	0	48	0
Y	1996	11	17	6	0	1996	11	17	17	20	11	20
R	1996	11	17	17	20	1996	11	22	6	0	108	40
R	1996	11	22	10	35	1996	11	23	6	0	19	25
Y	1996	11	23	6	0	1996	11	24	18	0	36	0
Y	1996	11	30	6	0	1996	12	1	5	45	23	45
R	1996	12	1	5	45	1996	12	2	6	0	24	15
R	1996	12	5	18	0	1996	12	9	17	30	95	30
R	1996	12	10	6	0	1996	12	12	6	0	48	0
R	1996	12	13	6	0	1996	12	14	6	0	24	0
Y	1996	12	14	6	0	1996	12	16	6	0	48	0
R	1996	12	18	0	0	1996	12	18	18	0	18	0
Y	1996	12	18	18	0	1996	12	21	6	0	60	0
R	1996	12	21	6	0	1996	12	22	6	0	24	0
Y	1996	12	22	6	0	1996	12	23	6	0	24	0
R	1996	12	23	6	0	1996	12	23	17	30	11	30
Y	1996	12	23	17	30	1996	12	24	6	0	12	30
R	1996	12	24	6	0	1996	12	24	17	30	11	30
Y	1996	12	24	17	30	1996	12	30	7	30	134	0
Y	1997	1	1	6	0	1997	1	2	6	15	24	15
R	1997	1	2	6	15	1997	1	2	12	20	6	5
Y	1997	1	5	6	0	1997	1	6	6	0	24	0
R	1997	1	6	6	0	1997	1	6	18	0	12	0
Y	1997	1	6	18	0	1997	1	8	6	0	36	0
R	1997	1	8	6	0	1997	1	8	17	30	11	30
Y	1997	1	8	17	30	1997	1	10	18	0	48	30
R	1997	1	10	18	0	1997	1	12	6	0	36	0
Y	1997	1	12	6	0	1997	1	14	6	0	48	0
Y	1997	1	19	6	0	1997	1	19	18	0	12	0
Y	1997	1	24	8	0	1997	1	24	16	15	8	15
Y	1997	1	24	6	5	1997	1	27	6	0	47	55
R	1997	1	27	6	0	1997	1	29	6	0	48	0
Y	1997	1	29	6	0	1997	1	31	6	0	48	0
Y	1997	2	19	6	0	1997	2	20	6	0	24	0
R	1997	2	20	6	0	1997	2	21	6	0	24	0
Y	1997	2	21	6	0	1997	2	22	6	0	24	0
R	1997	2	22	6	0	1997	2	22	18	0	12	0
Y	1997	2	22	18	0	1997	2	23	18	0	24	0
Y	1997	3	2	18	0	1997	3	4	6	0	36	0
Y	1997	3	24	8	35	1997	3	24	18	0	9	25
Y	1997	3	31	6	0	1997	3	31	16	50	10	50
Y	1997	4	26	10	45	1997	4	27	6	0	19	15
Y	1997	9	27	6	0	1997	9	28	15	20	33	20
Y	1997	10	10	6	0	1997	10	10	23	0	17	0
Y	1997	10	12	7	0	1997	10	12	10	0	3	0
Y	1997	10	19	6	0	1997	10	19	18	0	12	0
Y	1997	10	26	6	0	1997	10	26	18	0	12	0
R	1997	10	30	6	30	1997	11	2	18	0	83	30
R	1997	11	4	6	0	1997	11	7	6	0	72	0
Y	1997	11	7	18	0	1997	11	10	6	0	60	0
R	1997	11	17	8	20	1997	11	19	6	0	45	40
Y	1997	11	23	6	0	1997	11	23	7	30	1	30
R	1997	12	2	6	0	1997	12	2	18	0	12	0
R	1997	12	8	6	0	1997	12	12	6	0	96	0
Y	1997	12	12	6	0	1997	12	15	6	0	72	0
Y	1997	12	25	6	0	1997	12	26	18	0	36	0
Y	1998	1	1	7	50	1998	1	1	18	0	10	10
Y	1998	1	12	6	15	1998	1	12	16	30	10	15
Y	1998	1	18	6	0	1998	1	19	16	0	34	0
Y	1998	1	25	6	0	1998	1	25	17	30	11	30
Y	1998	1	28	10	0	1998	1	29	6	0	20	0
R	1998	1	29	6	0	1998	1	29	18	0	12	0
Y	1998	1	29	18	0	1998	1	30	18	0	24	0
Y	1998	2	8	6	0	1998	2	9	10	0	28	0
Y	1998	4	4	0	0	1998	4	7	6	0	78	0
Y	1998	4	15	15	0	1998	4	16	6	0	15	0
Y	1998	4	18	0	0	1998	4	18	11	30	11	30
R	1998	4	18	11	30	1998	4	19	5	30	18	0
R	1998	9	20	10	45	1998	9	22	11	45	49	0
R	1998	9	28	6	0	1998	10	2	6	0	96	0
Y	1998	10	2	6	0	1998	10	3	10	15	28	15
R	1998	10	3	10	15	1998	10	3	18	0	7	45
R	1998	10	15	6	15	1998	10	19	5	45	95	30
R	1998	10	19	11	45	1998	10	22	6	0	66	15
R	1998	10	22	18	0	1998	10	24	18	0	48	0
R	1998	10	25	6	15	1998	10	25	8	45	2	30
Y	1998	10	27	6	0	1998	10	29	6	0	48	0
Y	1998	11	1	0	0	1998	11	2	6	0	30	0
R	1998	11	7	0	0	1998	11	8	18	0	42	0
R	1998	11	9	11	45	1998	11	13	6	0	90	15
R	1998	11	13	11	0	1998	11	14	6	0	19	0
Y	1998	11	14	6	0	1998	11	15	18	0	36	0
Y	1998	11	21	12	0	1998	11	22	6	0	18	0
R	1998	11	22	6	0	1998	11	25	18	0	84	0
Y	1998	11	29	6	15	1998	11	29	18	0	11	45
Y	1998	12	5	7	0	1998	12	6	18	0	35	0
R	1998	12	8	0	0	1998	12	13	8	0	128	0
R	1998	12	15	6	0	1998	12	17	23	0	65	0
R	1998	12	23	12	0	1998	12	24	12	0	24	0
Y	1998	12	25	6	0	1998	12	28	6	0	72	0
Y	1998	12	30	6	0	1998	12	30	18	0	12	0
Y	1998	12	31	18	0	1999	1	4	6	40	84	40
R	1999	1	4	6	40	1999	1	9	6	0	119	20
Y	1999	1	9	6	0	1999	1	11	6	0	48	0
R	1999	1	15	14	30	1999	1	17	6	0	39	30
Y	1999	1	17	6	0	1999	1	18	6	0	24	0
Y	1999	1	27	6	25	1999	1	27	17	30	11	5
Y	1999	1	30	6	0	1999	1	30	18	0	12	0
Y	1999	2	2	6	0	1999	2	2	14	30	8	30
R	1999	2	2	14	30	1999	2	7	6	0	111	30
Y	1999	2	7	6	0	1999	2	8	18	0	36	0
Y	1999	2	9	14	0	1999	2	12	6	0	64	0
R	1999	2	12	6	0	1999	2	14	6	0	48	0
Y	1999	2	14	6	0	1999	2	19	6	0	120	0
R	1999	2	19	6	0	1999	2	22	18	0	84	0
Y	1999	2	28	6	0	1999	3	1	6	0	24	0
Y	1999	3	15	6	0	1999	3	15	18	0	12	0
Y	1999	4	2	6	0	1999	4	6	6	0	96	0
R	1999	4	6	6	0	1999	4	8	14	0	56	0
Y	1999	9	23	18	0	1999	9	25	6	15	36	15
Y	1999	10	1	6	0	1999	10	1	18	0	12	0
Y	1999	10	3	0	0	1999	10	3	15	30	15	30
Y	1999	10	9	6	0	1999	10	10	18	0	36	0
Y	1999	10	16	0	0	1999	10	17	7	0	31	0
R	1999	10	17	7	0	1999	10	20	18	0	83	0
Y	1999	10	23	6	0	1999	10	25	6	0	48	0
R	1999	10	25	11	35	1999	10	26	6	0	18	25
Y	1999	10	31	6	0	1999	10	31	18	0	12	0
R	1999	11	1	12	30	1999	11	4	18	0	77	30
Y	1999	11	6	0	0	1999	11	8	6	0	54	0
Y	1999	11	14	6	0	1999	11	15	6	0	24	0
R	1999	11	15	6	0	1999	11	19	6	0	96	0
Y	1999	11	20	6	0	1999	11	21	18	0	36	0
R	1999	11	25	6	5	1999	11	25	18	0	11	55
R	1999	11	28	6	0	1999	11	30	18	0	60	0
R	1999	12	1	6	0	1999	12	3	14	45	56	45
Y	1999	12	5	8	50	1999	12	5	18	0	9	10
R	1999	12	7	6	0	1999	12	10	6	0	72	0
R	1999	12	10	11	40	1999	12	12	6	0	42	20
Y	1999	12	12	6	0	1999	12	12	18	0	12	0
R	1999	12	14	6	0	1999	12	16	1	15	43	15
Y	1999	12	19	6	0	1999	12	20	6	0	24	0
R	1999	12	20	6	0	1999	12	28	6	0	192	0
R	1999	12	31	6	0	2000	1	1	6	0	24	0
Y	2000	1	1	6	0	2000	1	2	6	0	24	0
R	2000	1	2	6	0	2000	1	3	18	0	36	0
Y	2000	1	3	18	0	2000	1	3	23	30	5	30
Y	2000	1	9	6	0	2000	1	9	18	0	12	0
Y	2000	1	17	6	0	2000	1	20	18	0	84	0
Y	2000	1	26	6	0	2000	1	27	6	0	24	0
R	2000	1	27	6	0	2000	1	29	6	0	48	0
Y	2000	1	29	6	0	2000	1	30	6	0	24	0
R	2000	1	30	6	0	2000	1	31	6	0	24	0
Y	2000	2	4	6	0	2000	2	8	6	0	96	0
R	2000	2	8	6	0	2000	2	9	6	0	24	0
Y	2000	2	9	6	0	2000	2	10	6	0	24	0
Y	2000	2	16	11	50	2000	2	16	18	0	6	10
Y	2000	2	26	6	5	2000	2	26	9	40	3	35
Y	2000	2	27	6	0	2000	2	27	18	0	12	0
Y	2000	3	5	6	0	2000	3	5	18	0	12	0
Y	2000	3	19	6	0	2000	3	19	9	45	3	45
R	2000	3	21	12	0	2000	3	21	18	0	6	0
R	2000	3	25	6	0	2000	3	27	6	0	48	0
Y	2000	3	28	16	45	2000	3	29	12	0	19	15
R	2000	3	29	12	0	2000	3	30	18	0	30	0
R	2000	4	16	11	0	2000	4	16	18	0	7	0
Y	2000	9	12	0	0	2000	9	12	16	30	16	30
R	2000	9	12	16	30	2000	9	17	17	15	120	45
Y	2000	10	1	0	0	2000	10	2	18	0	42	0
Y	2000	10	6	6	0	2000	10	7	6	0	24	0
Y	2000	10	8	11	15	2000	10	9	6	0	18	45
Y	2000	10	29	6	0	2000	10	30	6	0	24	0
R	2000	10	30	6	0	2000	11	4	6	0	120	0
Y	2000	11	4	6	0	2000	11	4	14	30	8	30
Y	2000	11	5	6	0	2000	11	5	18	0	12	0
R	2000	11	21	6	0	2000	11	22	18	0	36	0
Y	2000	11	26	0	0	2000	11	26	11	15	11	15
Y	2000	12	3	6	0	2000	12	4	6	0	24	0
Y	2000	12	10	6	0	2000	12	11	6	0	24	0
Y	2000	12	17	6	0	2000	12	17	18	0	12	0
R	2000	12	21	6	0	2000	12	22	18	0	36	0
Y	2000	12	22	18	0	2000	12	26	18	0	96	0
Y	2000	12	30	6	0	2000	12	31	6	0	24	0
R	2000	12	31	6	0	2001	1	1	18	35	36	35
Y	2001	1	7	11	30	2001	1	7	18	0	6	30
Y	2001	1	13	18	0	2001	1	15	6	0	36	0
Y	2001	1	20	6	0	2001	1	21	18	0	36	0
Y	2001	2	11	6	0	2001	2	11	18	0	12	0
R	2001	2	14	6	0	2001	2	16	6	0	48	0
Y	2001	2	17	6	0	2001	2	18	18	0	36	0
R	2001	3	1	11	0	2001	3	2	6	0	19	0
R	2001	3	4	6	0	2001	3	5	6	0	24	0
Y	2001	4	1	6	5	2001	4	1	18	0	11	55
R	2001	4	12	10	45	2001	4	12	18	0	7	15
Y	2001	9	25	10	35	2001	9	26	18	0	31	25
Y	2001	9	29	0	0	2001	10	3	6	0	102	0
Y	2001	10	7	6	0	2001	10	7	18	0	12	0
Y	2001	10	13	6	0	2001	10	15	6	0	48	0
R	2001	10	16	13	10	2001	10	18	6	0	40	50
Y	2001	10	20	6	0	2001	10	22	6	0	48	0
Y	2001	10	25	0	0	2001	10	26	6	0	30	0
Y	2001	10	28	6	0	2001	10	29	6	0	24	0
R	2001	11	6	6	0	2001	11	7	18	0	36	0
R	2001	11	9	6	0	2001	11	12	18	0	84	0
R	2001	11	14	11	30	2001	11	14	18	0	6	30
R	2001	11	15	11	30	2001	11	23	6	0	186	30
R	2001	11	23	12	0	2001	11	24	6	0	18	0
Y	2001	11	24	6	0	2001	11	25	18	0	36	0
R	2001	11	25	18	0	2001	11	26	17	30	23	30
Y	2001	12	2	6	0	2001	12	2	18	0	12	0
Y	2001	12	15	11	45	2001	12	16	18	0	30	15
R	2001	12	21	18	0	2001	12	26	6	0	108	0
Y	2001	12	26	6	0	2001	12	28	11	30	53	30
R	2001	12	28	11	30	2001	12	30	18	0	54	30
Y	2001	12	30	18	0	2002	1	1	12	0	42	0
R	2002	1	1	12	0	2002	1	4	6	0	66	0
Y	2002	1	4	6	0	2002	1	5	6	0	24	0
R	2002	1	5	6	0	2002	1	7	6	0	48	0
Y	2002	1	7	6	0	2002	1	9	6	0	48	0
Y	2002	1	21	6	0	2002	1	21	11	30	5	30
R	2002	1	21	11	30	2002	1	23	6	0	42	30
Y	2002	1	23	6	0	2002	1	23	18	0	12	0
Y	2002	2	3	0	0	2002	2	3	18	0	18	0
Y	2002	2	10	6	0	2002	2	14	18	0	108	0
Y	2002	2	17	6	0	2002	2	18	6	0	24	0
Y	2002	2	24	8	30	2002	2	24	18	0	9	30
R	2002	3	6	6	0	2002	3	8	6	0	48	0
R	2002	3	8	12	30	2002	3	9	6	0	17	30
Y	2002	3	9	6	0	2002	3	10	18	0	36	0
Y	2002	4	5	6	0	2002	4	6	6	0	24	0
Y	2002	9	20	12	0	2002	9	22	1	40	37	40
Y	2002	10	6	15	0	2002	10	7	6	0	15	0
R	2002	10	7	6	0	2002	10	10	18	0	84	0
Y	2002	10	12	6	0	2002	10	15	6	0	72	0
Y	2002	10	26	6	0	2002	10	26	21	20	15	20
Y	2002	10	27	6	0	2002	10	27	18	0	12	0
Y	2002	11	2	6	0	2002	11	3	6	0	24	0
R	2002	11	3	6	0	2002	11	4	6	0	24	0
R	2002	11	8	6	0	2002	11	9	6	0	24	0
Y	2002	11	9	6	0	2002	11	10	18	0	36	0
Y	2002	11	17	6	0	2002	11	17	18	0	12	0
Y	2002	11	24	0	0	2002	11	25	6	0	30	0
R	2002	11	25	6	0	2002	11	25	18	0	12	0
R	2002	11	26	11	45	2002	11	27	1	45	14	0
Y	2002	12	14	6	0	2002	12	15	18	0	36	0
Y	2002	12	22	6	0	2002	12	22	18	0	12	0
Y	2002	12	25	0	0	2002	12	25	18	0	18	0
Y	2002	12	29	0	0	2002	12	29	18	0	18	0
Y	2003	1	4	0	0	2003	1	5	18	0	42	0
R	2003	1	11	0	0	2003	1	13	6	0	54	0
R	2003	1	14	10	30	2003	1	15	18	0	31	30
R	2003	1	18	6	0	2003	1	19	6	0	24	0
Y	2003	1	19	6	0	2003	1	19	18	0	12	0
R	2003	1	23	12	0	2003	1	23	18	0	6	0
R	2003	1	27	18	0	2003	1	29	6	0	36	0
Y	2003	2	2	6	0	2003	2	3	18	0	36	0
R	2003	2	5	6	0	2003	2	6	6	0	24	0
Y	2003	3	8	8	45	2003	3	9	4	15	19	30
R	2003	3	11	11	15	2003	3	11	18	0	6	45
Y	2003	4	5	6	0	2003	4	6	18	0	36	0
Y	2003	4	27	11	45	2003	4	27	18	0	6	15
Y	2003	9	11	6	0	2003	9	13	6	0	48	0
R	2003	9	25	11	30	2003	9	25	18	0	6	30
Y	2003	9	28	6	0	2003	9	28	18	0	12	0
Y	2003	10	1	6	0	2003	10	1	18	0	12	0
Y	2003	10	4	6	0	2003	10	5	18	0	36	0
R	2003	10	16	12	0	2003	10	18	6	0	42	0
Y	2003	10	18	6	0	2003	10	19	18	0	36	0
R	2003	10	25	11	0	2003	10	27	6	0	43	0
R	2003	10	29	6	0	2003	10	31	6	0	48	0
Y	2003	11	2	6	0	2003	11	2	18	0	12	0
R	2003	11	3	11	30	2003	11	4	6	0	18	30
R	2003	11	12	6	0	2003	11	13	6	0	24	0
Y	2003	11	16	11	0	2003	11	16	23	45	12	45
Y	2003	11	22	6	0	2003	11	23	20	45	38	45
R	2003	11	28	6	15	2003	11	30	18	0	59	45
Y	2003	12	6	12	15	2003	12	7	18	0	29	45
R	2003	12	12	6	0	2003	12	16	6	0	96	0
R	2003	12	16	12	0	2003	12	17	6	0	18	0
R	2003	12	17	11	45	2003	12	21	23	15	107	30
Y	2003	12	25	6	0	2003	12	25	13	30	7	30
R	2003	12	25	13	30	2003	12	28	6	0	64	30
Y	2003	12	28	6	0	2003	12	28	18	0	12	0
R	2003	12	31	11	0	2004	1	1	6	0	19	0
Y	2004	1	1	6	0	2004	1	1	18	0	12	0
Y	2004	1	3	6	0	2004	1	5	6	0	48	0
R	2004	1	13	6	0	2004	1	13	18	0	12	0
R	2004	1	14	11	45	2004	1	14	18	0	6	15
Y	2004	1	17	6	0	2004	1	18	12	0	30	0
R	2004	1	21	6	0	2004	1	22	18	0	36	0
Y	2004	1	22	18	0	2004	1	23	6	0	12	0
R	2004	1	23	12	45	2004	1	23	18	0	5	15
R	2004	1	24	6	0	2004	1	26	6	0	48	0
Y	2004	1	26	6	0	2004	1	27	6	0	24	0
R	2004	1	27	6	0	2004	1	27	18	0	12	0
Y	2004	1	27	18	0	2004	1	28	18	0	24	0
R	2004	2	10	11	45	2004	2	10	18	0	6	15
Y	2004	2	10	18	0	2004	2	11	18	0	24	0
Y	2004	2	12	12	45	2004	2	13	11	45	23	0
R	2004	2	13	11	45	2004	2	15	18	0	54	15
Y	2004	2	16	11	0	2004	2	17	18	0	31	0
Y	2004	2	22	13	0	2004	2	22	21	45	8	45
R	2004	3	4	6	0	2004	3	5	6	0	24	0
R	2004	3	6	6	0	2004	3	8	6	0	48	0
Y	2004	3	21	0	0	2004	3	21	18	0	18	0
Y	2004	4	4	0	0	2004	4	4	18	0	18	0
Y	2004	4	5	6	0	2004	4	5	18	0	12	0
Y	2004	4	9	6	0	2004	4	9	12	0	6	0
Y	2004	4	10	6	0	2004	4	10	18	0	12	0
Y	2004	4	12	12	0	2004	4	12	18	0	6	0
Y	2004	9	25	6	30	2004	9	27	6	0	47	30
R	2004	9	27	6	0	2004	9	28	6	0	24	0
Y	2004	9	28	6	0	2004	9	28	12	45	6	45
R	2004	9	28	12	45	2004	9	29	6	0	17	15
Y	2004	9	29	6	0	2004	9	30	4	45	22	45
Y	2004	10	1	11	0	2004	10	1	19	50	8	50
R	2004	10	2	5	45	2004	10	7	6	0	120	15
R	2004	10	8	6	0	2004	10	10	6	0	48	0
Y	2004	10	10	6	0	2004	10	11	6	0	24	0
R	2004	10	12	11	30	2004	10	12	18	0	6	30
R	2004	10	13	11	0	2004	10	14	0	15	13	15
R	2004	10	15	12	30	2004	10	16	5	45	17	15
Y	2004	10	16	5	45	2004	10	17	18	0	36	15
R	2004	10	18	6	0	2004	10	20	18	0	60	0
Y	2004	10	22	0	0	2004	10	24	13	0	61	0
R	2004	10	24	13	0	2004	10	26	21	50	56	50
R	2004	10	27	6	0	2004	10	27	18	0	12	0
Y	2004	10	30	11	30	2004	10	31	18	0	30	30
Y	2004	11	7	0	0	2004	11	7	18	0	18	0
Y	2004	11	14	6	0	2004	11	14	18	0	12	0
R	2004	11	18	0	0	2004	11	21	6	0	78	0
Y	2004	11	21	6	0	2004	11	22	6	0	24	0
Y	2004	11	27	6	0	2004	11	28	6	0	24	0
R	2004	11	28	6	0	2004	11	29	6	0	24	0
R	2004	12	4	6	0	2004	12	6	6	0	48	0
R	2004	12	7	0	0	2004	12	9	6	0	54	0
R	2004	12	10	6	0	2004	12	10	18	0	12	0
Y	2004	12	11	6	0	2004	12	12	6	55	24	55
R	2004	12	12	6	55	2004	12	13	23	15	40	20
Y	2004	12	19	6	0	2004	12	20	6	0	24	0
Y	2004	12	25	6	0	2004	12	28	6	0	72	0
Y	2004	12	30	18	0	2004	12	31	13	0	19	0
R	2004	12	31	13	0	2005	1	3	6	0	65	0
R	2005	1	4	6	0	2005	1	4	18	0	12	0
Y	2005	1	8	18	0	2005	1	10	6	0	36	0
R	2005	1	14	6	0	2005	1	17	6	0	72	0
Y	2005	1	23	11	45	2005	1	23	18	0	6	15
Y	2005	2	11	6	0	2005	2	11	18	0	12	0
Y	2005	2	19	6	0	2005	2	21	6	0	48	0
Y	2005	3	4	6	0	2005	3	4	19	45	13	45
R	2005	3	5	6	0	2005	3	7	6	0	48	0
Y	2005	3	7	6	0	2005	3	8	6	0	24	0
Y	2005	3	19	11	30	2005	3	21	0	15	36	45
Y	2005	3	25	6	0	2005	3	25	23	30	17	30
Y	2005	4	3	0	0	2005	4	4	6	0	30	0
Y	2005	4	5	0	0	2005	4	5	23	15	23	15
Y	2005	10	1	0	0	2005	10	2	4	20	28	20
Y	2005	10	2	11	0	2005	10	2	17	0	6	0
Y	2005	10	8	6	0	2005	10	9	22	0	40	0
Y	2005	10	11	0	0	2005	10	11	24	0	24	0
Y	2005	10	15	6	0	2005	10	16	23	15	41	15
Y	2005	10	22	0	0	2005	10	22	6	30	6	30
R	2005	10	22	6	30	2005	10	24	18	0	59	30
Y	2005	10	29	6	0	2005	10	31	6	0	48	0
Y	2005	11	6	6	15	2005	11	6	18	0	11	45
Y	2005	11	13	8	45	2005	11	13	18	0	9	15
Y	2005	11	19	0	0	2005	11	20	23	15	47	15
Y	2005	11	27	6	0	2005	11	27	18	30	12	30
Y	2005	12	4	6	0	2005	12	5	6	0	24	0
R	2005	12	5	11	30	2005	12	8	6	0	66	30
